SaleDate,AssrLandUse,xrCompositeLandUseID_MinMax,xrBuildingTypeID_MinMax,LocationStartNumber_MinMax,xrPrimaryNeighborhoodID_MinMax,LandSF_MinMax,TotalFinishedArea_MinMax,LivingUnits_MinMax,SalePrice_MinMax,TotalAppraisedValue_MinMax,xrSalesValidityID_MinMax,xrDeedID_MinMax,xrCompositeLandUseID_Zscore,xrBuildingTypeID_Zscore,LocationStartNumber_Zscore,xrPrimaryNeighborhoodID_Zscore,LandSF_Zscore,TotalFinishedArea_Zscore,LivingUnits_Zscore,SalePrice_Zscore,TotalAppraisedValue_Zscore,xrSalesValidityID_Zscore,xrDeedID_Zscore
2021/12/23 00:00:00+00,TWO FAMILY,0.5714285714285714,0.8,0.12108943687891056,0.7647058823529412,0.5089285714285714,0.05491109059527155,0.16666666666666666,0.05297821954039201,0.05757382621627364,0.9259259259259258,0.41666666666666663,1.1721326186338568,1.1379862785170858,0.7397248689177935,1.0558772080465215,0.10255920405786106,-1.1152158232323055,-0.6827061286678859,0.5503213671643667,-1.5798607540457301,1.5921142869134237,0.39618909323287627
2023/11/08 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2020/12/07 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2022/08/02 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/03/07 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2021/06/25 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2024/05/28 00:00:00+00,TWO FAMILY,0.28571428571428564,0.6000000000000001,0.04674273095325727,0.5479876160990713,0.5982142857142856,0.5833099185164372,0.5,0.00025308066659422934,0.08540471637985977,0.9629629629629629,0.3333333333333333,0.04983647538751932,0.31353414382636297,-0.10593961198359411,0.3629078270422112,0.5659732177548522,1.7004374420497914,1.642463075966335,-0.206940917648932,-1.4305004144643474,1.6967820396518312,-0.4089119285968092
2022/01/14 00:00:00+00,CONDO GARAGE,,,,,,,,,,,,,,,,,,,,,,
2023/04/03 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/03/14 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2021/03/01 00:00:00+00,ONE FAMILY,0.5714285714285714,0.8,0.15458225984541774,0.7151702786377709,0.5089285714285714,0.13631437402159519,0.16666666666666666,0.0,0.14956447843637136,0.5925925925925926,0.25,1.1721326186338568,1.1379862785170858,1.1206925311060423,0.8974842066741077,0.10255920405786106,-0.6814460859190198,-0.6827061286678859,-0.21057577661603583,-1.086173524742381,0.6501045122677569,-1.2140129504264947
2020/10/01 00:00:00+00,ONE FAMILY,0.28571428571428564,0.6000000000000001,0.10783952889216047,0.027863777089783284,0.6185714285714285,0.6258579857905512,0.5,0.06200462833923067,0.9160824304227746,0.9259259259259258,0.3333333333333333,0.04983647538751932,0.31353414382636297,0.5890123871729918,-1.3002186873681334,0.6716316128777662,1.9271612692450988,1.642463075966335,0.6799627317329543,3.0275066676975353,1.5921142869134237,-0.4089119285968092
2023/02/21 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/06/09 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/08/02 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/07/26 00:00:00+00,THREE FAMILY,0.5714285714285714,0.9,0.02097902097902098,0.8730650154798762,0.5089285714285714,0.09954642154698352,0.16666666666666666,0.0,0.36158912258338644,0.18518518518518517,0.5416666666666666,1.1721326186338568,1.5502123458624473,-0.3989916598207086,1.4023618985486765,0.10255920405786106,-0.8773696950802474,-0.6827061286678859,-0.21057577661603583,0.051701428709680204,-0.5012407678547249,1.6038406259774045
2020/10/23 00:00:00+00,THREE FAMILY,0.0,0.2,0.03312476996687523,0.22600619195046442,0.3660714285714286,0.12539637940031312,0.16666666666666666,,0.3443807095814744,0.4074074074074074,0.29166666666666663,-1.072459667858818,-1.3353701255550827,-0.26083855155464036,-0.6666466818784783,-0.6389032178573247,-0.7396242755389477,-0.6827061286678859,,-0.04065114767270151,0.12676574857571968,-0.811462439511652
2023/10/18 00:00:00+00,ONE FAMILY,0.14285714285714285,0.55,0.07177033492822966,0.24458204334365327,0.3108928571428571,0.4403323566009714,0.3333333333333333,0.006747130571402154,0.7422987040577862,0.037037037037037035,0.375,-0.5113115962356494,0.10742111015368225,0.17873952020103143,-0.6072493063638231,-0.9252930783220653,0.9385598265123538,0.4798784736492245,-0.11367043655304764,2.094859661761878,-0.9199117788083547,-0.006361417681966456
2022/02/28 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/02/08 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2022/07/29 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/01/17 00:00:00+00,TWO FAMILY,0.28571428571428564,0.6000000000000001,0.03349282296650718,0.3498452012383901,0.4955357142857142,0.676433990286196,0.5,0.0021933657771499877,0.28956872742723605,0.037037037037037035,0.41666666666666663,0.04983647538751932,0.31353414382636297,-0.25665209372839587,-0.2706641784474439,0.033047102003312394,2.196663177043294,1.642463075966335,-0.1790736655678026,-0.334811205779547,-0.9199117788083547,0.39618909323287627
2021/12/01 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/08/02 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/02/15 00:00:00+00,ONE FAMILY,0.0,0.4,0.017666543982333454,0.02476780185758514,0.29607142857142854,0.12205675751615623,0.16666666666666666,0.0,0.19651582749097088,0.18518518518518517,0.3333333333333333,-1.072459667858818,-0.5109179908643599,-0.43666978025690906,-1.3101182499539092,-1.0022198045957658,-0.7574199570697491,-0.6827061286678859,-0.21057577661603583,-0.8341992114027963,-0.5012407678547249,-0.4089119285968092
2023/09/05 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2020/12/10 00:00:00+00,TWO FAMILY,0.28571428571428564,0.6000000000000001,0.018770702981229296,0.3498452012383901,0.4553571428571428,0.5289206438405653,0.5,0.0,0.5079668578712555,0.18518518518518517,0.3333333333333333,0.04983647538751932,0.31353414382636297,-0.4241104067781756,-0.2706641784474439,-0.17548920416033362,1.4106159459652243,1.642463075966335,-0.21057577661603583,0.8372684055919148,-0.5012407678547249,-0.4089119285968092
2022/08/02 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/12/15 00:00:00+00,TWO FAMILY,0.5714285714285714,0.8,0.00368052999631947,0.8482972136222912,0.5089285714285714,0.06887970136073536,0.16666666666666666,0.0018221807994784512,0.12130868918631825,0.037037037037037035,0.41666666666666663,1.1721326186338568,1.1379862785170858,-0.5957551776541998,1.3231653978624698,0.10255920405786106,-1.0407819629832802,-0.6827061286678859,-0.18440479205288823,-1.2378141748517237,-0.9199117788083547,0.39618909323287627
2024/04/17 00:00:00+00,ONE FAMILY,0.14285714285714285,0.55,0.0806036069193964,0.03715170278637771,0.5616071428571427,0.37321880142897285,0.3333333333333333,0.0,0.538559592096877,0.5925925925925926,0.7916666666666666,-0.5113115962356494,0.10742111015368225,0.27921450803089926,-1.2705199996108059,0.37597347213908583,0.580935072672209,0.4798784736492245,-0.21057577661603583,1.0014507636050378,0.6501045122677569,4.019143691466461
2024/03/05 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/09/06 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2022/05/04 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2021/04/30 00:00:00+00,THREE FAMILY,0.5714285714285714,0.8,0.008465218991534781,0.7275541795665635,0.5089285714285714,0.03869465740777908,0.16666666666666666,0.0,0.07478223921818568,0.18518518518518517,0.3333333333333333,1.1721326186338568,1.1379862785170858,-0.5413312259130214,0.9370824570172112,0.10255920405786106,-1.2016275460501396,-0.6827061286678859,-0.21057577661603583,-1.4875081776633483,-0.5012407678547249,-0.4089119285968092
2023/10/10 00:00:00+00,CONDOMINIMUM,0.0,0.30000000000000004,1.0,0.5572755417956657,0.6208928571428571,0.19186769959458916,0.16666666666666666,0.0,0.3819842787338007,0.18518518518518517,0.3333333333333333,-1.072459667858818,-0.9231440582097212,10.736986157989643,0.3926065147995388,0.683680377233888,-0.38542176814703394,-0.6827061286678859,-0.21057577661603583,0.16115633405176225,-0.5012407678547249,-0.4089119285968092
2024/05/09 00:00:00+00,THREE FAMILY,0.14285714285714285,0.55,0.08575634891424366,0.4613003095975232,0.4571428571428571,0.4394492851121905,0.3333333333333333,0.005061613331884587,0.5980454642022519,0.037037037037037035,0.41666666666666663,-0.5113115962356494,0.10742111015368225,0.33782491759832217,0.08572007464048707,-0.1662209238863938,0.9338542462016524,0.4798784736492245,-0.13787859727395915,1.3206942375194437,-0.9199117788083547,0.39618909323287627
2022/01/05 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/02/09 00:00:00+00,THREE FAMILY,0.5714285714285714,0.8,0.08833271991166729,0.758513931888545,0.5089285714285714,0.03516236503030547,0.16666666666666666,0.0,0.16252390057361377,0.07407407407407407,0.3333333333333333,1.1721326186338568,1.1379862785170858,0.36713012238203363,1.0360780828749696,0.10255920405786106,-1.2204499015154102,-0.6827061286678859,-0.21057577661603583,-1.0166240536395996,-0.8152440260699473,-0.4089119285968092
2022/09/09 00:00:00+00,ONE FAMILY,0.0,0.25,0.027603974972396025,0.23529411764705885,0.7857142857142856,0.3943001661783005,0.16666666666666666,0.0,0.63331208837901,0.18518518518518517,0.3333333333333333,-1.072459667858818,-1.1292570918824019,-0.3236354189483078,-0.6369479941211508,1.5391426465185336,0.6932703208910093,-0.6827061286678859,-0.21057577661603583,1.5099600113401273,-0.5012407678547249,-0.4089119285968092
2021/09/08 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/07/26 00:00:00+00,THREE FAMILY,0.28571428571428564,0.6000000000000001,0.10857563489142437,0.027863777089783284,0.4375,0.5774495243447196,0.5,0.06200462833923067,0.6813256851497769,0.9259259259259258,0.3333333333333333,0.04983647538751932,0.31353414382636297,0.5973853028254807,-1.3002186873681334,-0.26817200689973186,1.6692094432096831,1.642463075966335,0.6799627317329543,1.767635100999612,1.5921142869134237,-0.4089119285968092
2024/03/12 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/09/13 00:00:00+00,THREE FAMILY,0.28571428571428564,0.6000000000000001,0.027235921972764077,0.5479876160990713,0.2666071428571428,0.5603500180628588,0.5,0.004386731554299975,0.5162523900573613,0.9629629629629629,0.41666666666666663,0.04983647538751932,0.31353414382636297,-0.32782187677455227,0.3629078270422112,-1.155146429115773,1.5780921315255314,1.642463075966335,-0.14757155451956938,0.8817344608871356,1.6967820396518312,0.39618909323287627
2024/01/10 00:00:00+00,TWO FAMILY,0.0,0.30000000000000004,0.030180345969819652,0.4613003095975232,0.2678571428571428,0.1176895596676434,0.16666666666666666,0.0,0.31166347992351817,0.18518518518518517,0.3333333333333333,-1.072459667858818,-0.9231440582097212,-0.2943302141645963,0.08572007464048707,-1.1486586329240152,-0.7806912329177202,-0.6827061286678859,-0.21057577661603583,-0.21623505832562478,-0.5012407678547249,-0.4089119285968092
2022/07/15 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2024/02/05 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2024/07/26 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2023/01/31 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/05/03 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/12/14 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/02/14 00:00:00+00,THREE FAMILY,0.5714285714285714,0.8,0.15237394184762607,0.7151702786377709,0.5089285714285714,0.04126359731866898,0.16666666666666666,0.022315640857612767,0.10962396430847672,0.9259259259259258,0.41666666666666663,1.1721326186338568,1.1379862785170858,1.0955737841485755,0.8974842066741077,0.10255920405786106,-1.1879385602572152,-0.6827061286678859,0.10993154766731181,-1.3005227143706248,1.5921142869134237,0.39618909323287627
2024/04/19 00:00:00+00,ONE FAMILY,0.5714285714285714,0.8,0.01104158998895841,0.7523219814241487,0.5089285714285714,0.1261991731224662,0.16666666666666666,0.002360399017102179,0.21032504780114722,0.037037037037037035,0.41666666666666663,1.1721326186338568,1.1379862785170858,-0.51202602112931,1.016278957703418,0.10255920405786106,-0.7353464674786588,-0.6827061286678859,-0.1766746586495141,-0.7600891192440948,-0.9199117788083547,0.39618909323287627
2023/01/11 00:00:00+00,TWO FAMILY,0.5714285714285714,0.8,0.014354066985645932,0.8080495356037153,0.5089285714285714,0.07851322602657247,0.16666666666666666,0.17294088508045602,0.11642234969194816,0.9259259259259258,0.41666666666666663,1.1721326186338568,1.1379862785170858,-0.4743479006931095,1.1944710842473836,0.10255920405786106,-0.9894482662598144,-0.6827061286678859,2.273279412217668,-1.2640377459232641,1.5921142869134237,0.39618909323287627
2023/12/01 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/09/26 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2022/05/06 00:00:00+00,ONE FAMILY,0.5714285714285714,0.8,0.08833271991166729,0.758513931888545,0.5089285714285714,0.03516236503030547,0.16666666666666666,0.0,0.16252390057361377,0.07407407407407407,0.3333333333333333,1.1721326186338568,1.1379862785170858,0.36713012238203363,1.0360780828749696,0.10255920405786106,-1.2204499015154102,-0.6827061286678859,-0.21057577661603583,-1.0166240536395996,-0.8152440260699473,-0.4089119285968092
2021/04/23 00:00:00+00,THREE FAMILY,0.0,0.25,0.03901361796098638,0.24458204334365327,0.3035714285714286,0.39378637819612256,0.16666666666666666,0.0,0.7716167410240068,0.3333333333333333,0.3333333333333333,-1.072459667858818,-1.1292570918824019,-0.19385522633472846,-0.6072493063638231,-0.9632930274452186,0.6905325237324246,-0.6827061286678859,-0.21057577661603583,2.252201088191121,-0.08256975690109519,-0.4089119285968092
2024/04/08 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/03/07 00:00:00+00,ONE FAMILY,0.0,0.25,0.37099742362900257,0.23529411764705885,0.2392857142857142,0.2957492072411994,0.16666666666666666,0.004064475505503323,0.5347355003186743,0.037037037037037035,0.41666666666666663,-1.072459667858818,-1.1292570918824019,3.5823297329378048,-0.6369479941211508,-1.2969511173070523,0.1681265948543385,-0.6827061286678859,-0.15219994160434827,0.9809279688533975,-0.9199117788083547,0.39618909323287627
2021/02/03 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/09/25 00:00:00+00,ONE FAMILY,0.5714285714285714,0.8,0.014354066985645932,0.8080495356037153,0.5089285714285714,0.048007064584754955,0.16666666666666666,0.17294088508045602,0.10558742298704056,0.9259259259259258,0.41666666666666663,1.1721326186338568,1.1379862785170858,-0.4743479006931095,1.1944710842473836,0.10255920405786106,-1.1520049725507893,-0.6827061286678859,2.273279412217668,-1.3221856643862453,1.5921142869134237,0.39618909323287627
2021/07/28 00:00:00+00,ONE FAMILY,0.28571428571428564,0.6000000000000001,0.008833271991166727,0.021671826625386997,0.9017857142857142,0.6119696543973027,0.5,0.007254979109034574,0.6874867219035479,0.037037037037037035,0.41666666666666663,0.04983647538751932,0.31353414382636297,-0.5371447680867769,-1.320017812539685,2.1415808643246224,1.8531551898021024,1.642463075966335,-0.10637648622572593,1.8006996036550327,-0.9199117788083547,0.39618909323287627
2024/04/11 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2024/03/26 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2023/02/24 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/03/31 00:00:00+00,CONDOMINIMUM,0.5714285714285714,0.8,0.014354066985645932,0.8080495356037153,0.5089285714285714,0.04479588969614258,0.16666666666666666,0.17294088508045602,0.10240067983853833,0.9259259259259258,0.41666666666666663,1.1721326186338568,1.1379862785170858,-0.4743479006931095,1.1944710842473836,0.10255920405786106,-1.1691162047919446,-0.6827061286678859,2.273279412217668,-1.3392879933459456,1.5921142869134237,0.39618909323287627
2024/06/26 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2023/05/05 00:00:00+00,ONE FAMILY,0.0,0.2,0.02539565697460434,0.5572755417956657,0.19999999999999996,0.07144864127162527,0.16666666666666666,0.0,0.14425323985553432,0.9259259259259258,0.41666666666666663,-1.072459667858818,-1.3353701255550827,-0.3487541659057747,0.3926065147995388,-1.5008532833337282,-1.0270929771903559,-0.6827061286678859,-0.21057577661603583,-1.1146774063418814,1.5921142869134237,0.39618909323287627
2022/06/21 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2020/10/19 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2023/12/01 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/01/26 00:00:00+00,ONE FAMILY,0.14285714285714285,0.55,0.014722119985277879,0.14241486068111456,0.24321428571428572,0.34870148276000484,0.3333333333333333,0.005432798309556123,0.4482685362226471,0.037037037037037035,0.41666666666666663,-0.5113115962356494,0.10742111015368225,-0.470161442866865,-0.9339348716944266,-1.2765609007043845,0.4502908230666047,0.4798784736492245,-0.13254747078887355,0.5168847764135288,-0.9199117788083547,0.39618909323287627
2024/07/01 00:00:00+00,THREE FAMILY,0.28571428571428564,0.6000000000000001,0.01950680898049319,0.027863777089783284,0.23392857142857137,0.45245454180548306,0.5,0.007001898442440345,0.5347355003186743,0.037037037037037035,0.41666666666666663,0.04983647538751932,0.31353414382636297,-0.4157374911256866,-1.3002186873681334,-1.3247559581288717,1.003154728222715,1.642463075966335,-0.11001134519282978,0.9809279688533975,-0.9199117788083547,0.39618909323287627
2022/02/04 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2021/08/06 00:00:00+00,ONE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2024/09/16 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2021/05/12 00:00:00+00,ONE FAMILY,0.0,0.30000000000000004,0.006624953993375046,0.009287925696594429,0.35178571428571415,0.2216513466864689,0.16666666666666666,0.003964930443309593,0.3337582324198003,0.4444444444444444,0.041666666666666664,-1.072459667858818,-0.9231440582097212,-0.5622635150442439,-1.3596160628827887,-0.7130494600488434,-0.22671508911031896,-0.6827061286678859,-0.15362965279807578,-0.09765891087170257,0.23143350131412713,-3.2267655050007082
2020/12/14 00:00:00+00,ONE FAMILY,0.5714285714285714,0.8,0.0,0.8606811145510836,0.5089285714285714,0.028097780275358253,0.16666666666666666,0.0,0.19460378160186956,0.18518518518518517,0.3333333333333333,1.1721326186338568,1.1379862785170858,-0.6376197559166448,1.3627636482055732,0.10255920405786106,-1.2580946124459518,-0.6827061286678859,-0.21057577661603583,-0.8444606087786164,-0.5012407678547249,-0.4089119285968092
2022/06/29 00:00:00+00,THREE FAMILY,0.5714285714285714,0.8,0.014354066985645932,0.9721362229102168,0.5089285714285714,0.07706819732669691,0.16666666666666666,0.001349763555169223,0.13469301041002762,0.1111111111111111,0.41666666666666663,1.1721326186338568,1.1379862785170858,-0.4743479006931095,1.719147901293504,0.10255920405786106,-0.9971483207683343,-0.6827061286678859,-0.1911898621248154,-1.1659843932209824,-0.7105762733315398,0.39618909323287627
2022/02/01 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2021/05/25 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2021/03/03 00:00:00+00,CONDO GARAGE,,,,,,,,,,,,,,,,,,,,,,
2022/03/28 00:00:00+00,TWO FAMILY,,,,,,,,,,,,,,,,,,,,,,
2024/02/14 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2022/09/30 00:00:00+00,CONDOMINIMUM,,,,,,,,,,,,,,,,,,,,,,
2022/08/10 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2022/09/01 00:00:00+00,THREE FAMILY,,,,,,,,,,,,,,,,,,,,,,
2023/06/29 00:00:00+00,THREE FAMILY,0.14285714285714285,0.55,0.06477732793522267,0.34674922600619196,0.8178571428571428,0.3045799381848834,0.3333333333333333,0.0040492906655076695,0.4837476099426386,0.037037037037037035,0.41666666666666663,-0.5113115962356494,0.10742111015368225,0.09919682150238605,-0.2805637410332198,1.7059716914494505,0.21518248351751545,0.4798784736492245,-0.1524180331423745,0.7072907054981924,-0.9199117788083547,0.39618909323287627
2021/10/14 00:00:00+00,ONE FAMILY,0.0,0.30000000000000004,0.04821494295178506,0.563467492260062,0.7767857142857142,0.16296712559707782,0.16666666666666666,0.0,0.4064159762056511,0.18518518518518517,0.75,-1.072459667858818,-0.9231440582097212,-0.08919378067861614,0.4124056399710905,1.4928012451488346,-0.5394228583174312,-0.6827061286678859,-0.21057577661603583,0.29227418940946465,-0.5012407678547249,3.616593180551618
